id,nome,preco,categoria,marca,imagem,descricao_resumida,descricao_completa,estoque
ARABE_57,Kit Tharwah Gold 100ml + Mini 20ml + Desodorante 200ml,"450,00",Árabes,,566-kit-tharwah-gold-100ml-mini-20ml-desodorante-200ml.png,,,0
ARABE_58,Island Breeze Rosa 100ml Armaf,"495,00",Árabes,,564-island-breeze-rosa-100ml-armaf.png,,,5
ARABE_73,Selena Edp 100ml,"150,00",Árabes,,405-selena-edp-100ml.png,,,5
ARABE_82,Ameerat Al Arab Vermelho 100ml,"165,00",Árabes,,455-ameerat-al-arab-vermelho-100ml.png,,,5
ARABE_136,Amber Rouge Orientica 80ml,"570,00",Árabes,,586-amber-rouge-orientica-80ml.png,,,0
ARABE_137,Fakhar Black 100ml,"270,00",Árabes,,502-fakhar-black-100ml.png,,,5
MINI_ARABE_1,Inspiração A003 Yara Tous 25ml,"79,10",Mini Árabe,,,,,5
MINI_ARABE_16,Inspiração A002 Yara 25ml,"79,10",Mini Árabe,,,,,5
MINI_ARABE_2,Inspiração A004 Yara Moi 25ml,"79,10",Mini Árabe,,156-inspira-o-a004-yara-moi-25ml.png,,,5
MINI_ARABE_32,Inspiração A028 Club De Nuit Intense Man 25ml,"79,10",Mini Árabe,,189-inspira-o-a028-club-de-nuit-intense-men-25ml.png,,,0
MINI_ARABE_7,Inspiração A013 Attar al Wesal 25ml,"79,10",Mini Árabe,,157-inspira-o-a013-attar-al-wesal-25ml.png,,,5
MINI_ARABE_9,Inspiração A025 Noble Blush 25ml,"79,10",Mini Árabe,,158-inspira-o-a025-noble-blush-25ml.png,,,0
IMPORTADO_2,Maleta Cici Mel,"90,50",Importados,,222-maleta-cici-mel.png,,,5
IMPORTADO_3,Ciclo Mini Baby Pingucho 100ml,"99,55",Importados,,004-ciclo-mini-baby-pingucho-100ml.png,,,5
IMPORTADO_7,Ciclo Mini Baby Rino 100ml,"99,55",Importados,,,,,5
IMPORTADO_18,Uniq One 150ml,"135,75",Importados,,289-uniq-one-150ml.png,,,0
IMPORTADO_19,Uniq One 150ml Coco,"135,75",Importados,,290-uniq-one-150ml-coco.png,,,5
IMPORTADO_20,Uniq One 150ml Lotus Flower,"135,75",Importados,,291-uniq-one-150ml-lotus-flower.png,,,5
IMPORTADO_22,Gabriela Sabatini 60ml,"144,80",Importados,,,,,5
IMPORTADO_35,Kit Gabriela Sabatini 60ml,"165,00",Importados,,410-kit-gabriela-sabatini-60ml.png,,,5
IMPORTADO_39,Arsenal Blue Edp 100ml,"210,00",Importados,,468-arsenal-blue-edp-100ml.png,,,5
IMPORTADO_40,Arsenal Gold 100ml,"210,00",Importados,,469-arsenal-gold-100ml.png,,,0
IMPORTADO_41,Arsenal Grey Edp 100ml,"210,00",Importados,,470-arsenal-grey-edp-100ml.png,,,5
IMPORTADO_42,Arsenal Red (vermelho),"210,00",Importados,,471-arsenal-red-vermelho.png,,,5
IMPORTADO_52,Joop! Homme 125ml,"240,00",Importados,,496-joop-homme-125ml.png,,,0
IMPORTADO_54,Animale Animale Masculino 100ml,"247,50",Importados,,492-animale-animale-masculino-100ml.png,,,5
IMPORTADO_56,The Golden Secret Masc 200ml,"255,00",Importados,,498-the-golden-secret-masc-200ml.png,,,5
IMPORTADO_57,Animale Masc 100 Ml,"262,50",Importados,,500-animale-masc-100-ml.png,,,5
IMPORTADO_61,Kit Silver Scent EDT 100ml + Desodorante 200ml,"285,00",Importados,,503-kit-silver-scent-edt-100ml-desodorante-200ml.png,,,5
IMPORTADO_63,Nazareno Gabrielli Edt Pour Femme 100ml,"285,00",Importados,,505-nazareno-gabrielli-edt-pour-femme-100ml.png,,,5
IMPORTADO_67,Kit Silver Scent Intense EDT 100ml + Desodorante 200ml,"300,00",Importados,,509-kit-silver-scente-edt-intense-100ml-desodorante-200ml.png,,,5
IMPORTADO_70,Tommy Girl Vibrant Summer Edt 100ml,"300,00",Importados,,,,,5
IMPORTADO_71,Tommy Mas Vibrant Summer Edt 100ml,"300,00",Importados,,514-tommy-mas-vibrant-summer-edt-100ml.png,,,5
IMPORTADO_90,Azzaro Edt 200 Ml,"406,00",Importados,,002-azzaro-edt-200-ml.png,,,5
IMPORTADO_94,Montblanc Legend Edt 100ml,"406,00",Importados,,562-montblanc-legend-edp-100ml.png,,,5
IMPORTADO_106,J.p.g Le Male Pride Edt 125ml,"462,00",Importados,,565-j-p-g-le-male-pride-edt-125ml.png,,,5
IMPORTADO_108,Invictus Victory 50ml,"476,00",Importados,,571-invictus-victory-50ml.png,,,5
IMPORTADO_118,Ysl Kouros Pour Homme Edt 100ml,"490,00",Importados,,584-ysl-kouros-pour-homme-edt-100ml.png,,,5
IMPORTADO_122,Versace Eros Edt 100ml,"511,00",Importados,,595-versace-eros-edt-100ml.png,,,5
IMPORTADO_123,"J.p.g ""le Male"" Edt 125ml","518,00",Importados,,,,,5
IMPORTADO_130,Versace Dylan Blue 100ml,"525,00",Importados,,585-versace-dylan-blue-100ml.png,,,5
IMPORTADO_140,Dolce E Gabbana Pour Homme 125ml,"546,00",Importados,,590-dolce-e-gabbana-pour-homme-125ml.png,,,5
IMPORTADO_143,Myslf Edp 60ml,"546,00",Importados,,,,,5
IMPORTADO_146,212 Sexy Masculino 100ml,"560,00",Importados,,596-212-sexy-masculino-100ml.png,,,0
IMPORTADO_148,"J.p.g ""le Beau"" Edt 125ml","560,00",Importados,,597-j-p-g-le-beau-edt-125ml.png,,,5
IMPORTADO_150,Scandal 100ml Edt Masculino,"560,00",Importados,,625-scandal-edt-100ml-masculino.png,,,5
IMPORTADO_152,Versace Eros Pour Femme Edp 100ml,"560,00",Importados,,,,,5
IMPORTADO_153,Acqua Di Gio Edt 100ml,"574,00",Importados,,621-acqua-di-gio-edt-100ml.png,,,5
IMPORTADO_159,Phantom Edt 100ml,"574,00",Importados,,661-phantom-in-red-100ml.png,,,5
IMPORTADO_160,Pure Xs Feminino 80ml,"574,00",Importados,,617-pure-xs-feminino-80ml.png,,,5
IMPORTADO_163,Versace Eros Edp M 100ml,"574,00",Importados,,,,,5
IMPORTADO_164,Versace Eros Flame Edp 100ml,"574,00",Importados,,611-versace-eros-flame-edp-100ml.png,,,5
IMPORTADO_165,Kit Jean Paul Gaultier Classique Feminino EDT 50ml + Body Lotion,"581,00",Importados,,612-kit-jean-paul-classic-fem-edt-50-ml-body-lotion.png,,,5
IMPORTADO_166,Invictus Victory 100ml,"588,00",Importados,,636-invictus-victory-100ml.png,,,5
IMPORTADO_170,212 Vip Feminino 80ml,"602,00",Importados,,671-212-vip-feminino-80ml.png,,,0
IMPORTADO_171,Bvlgari Omnia Coral Edt 100ml,"602,00",Importados,,656-bvlgari-omnia-coral-edt-100ml.png,,,5
IMPORTADO_172,Chloe Nomade Edp 75ml,"602,00",Importados,,635-chloe-nomade-edp-75ml.png,,,5
IMPORTADO_177,Million Gold Elixir Masc 50ml,"602,00",Importados,,624-million-gold-elixir-masc-50ml.png,,,5
IMPORTADO_179,Chloé Edp 75ml,"616,00",Importados,,650-chlo-edp-75ml.png,,,5
IMPORTADO_181,J.p.g Le Male Le Parfum 125ml,"616,00",Importados,,651-j-p-g-le-male-le-parfum-125ml.png,,,5
IMPORTADO_183,One Million Parfum 100ml,"616,00",Importados,,,,,0
IMPORTADO_184,One Million Royal 100ml,"616,00",Importados,,632-one-million-royal-100ml.png,,,5
IMPORTADO_185,212 Nyc Feminino 100ml,"630,00",Importados,,642-212-nyc-feminino-100ml.png,,,5
IMPORTADO_188,Invictus Victory Elixir 100ml,"630,00",Importados,,,,,5
IMPORTADO_193,Mr Burberry Men 100ml,"630,00",Importados,,638-mr-burberry-men-100ml.png,,,5
IMPORTADO_194,Phantom Intense 100ml,"630,00",Importados,,640-phantom-intense-100ml.png,,,5
IMPORTADO_197,Acqua Di Gio Profondo Edt 100ml,"637,00",Importados,,643-acqua-di-gio-profondo-edt-100ml.png,,,5
IMPORTADO_200,Burberry Her Edp 100ml,"644,00",Importados,,668-burberry-her-edp-100ml.png,,,5
IMPORTADO_212,Ch Hc Feminino 100ml,"658,00",Importados,,649-ch-hc-feminino-100ml.png,,,5
IMPORTADO_218,Jimmy Choo Parfum 100ml,"658,00",Importados,,652-jimmy-choo-parfum-100ml.png,,,5
IMPORTADO_224,Olympea Parfum 80ml,"672,00",Importados,,660-olympea-parfum-80ml.png,,,5
IMPORTADO_228,Million Gold Elixir Masc 100ml,"679,00",Importados,,,,,5
IMPORTADO_231,Phantom Intense 150ml,"686,00",Importados,,,,,5
IMPORTADO_233,Bvlgari Man Terrae Essence Edp 100ml,"700,00",Importados,,673-bvlgari-man-terrae-essence-edp-100ml.png,,,5
IMPORTADO_234,Chloé Edp 100ml,"700,00",Importados,,674-chlo-edp-100ml.png,,,0
IMPORTADO_235,Coco Mademoiselle Edt 50ml,"700,00",Importados,,,,,5
IMPORTADO_237,Good Girl Blush 80ml,"700,00",Importados,,683-good-girl-blush-80ml.png,,,5
IMPORTADO_242,La Vie Est Belle 100ml,"700,00",Importados,,676-la-vie-est-belle-100ml.png,,,5
IMPORTADO_247,Fame Paco Rabanne Edp 80ml,"714,00",Importados,,,,,5
IMPORTADO_249,"J.p.g ""la Belle"" Edp 100ml","714,00",Importados,,679-j-p-g-la-belle-edp-100ml.png,,,5
IMPORTADO_253,Idole L'eau De Parfum 100ml,"728,00",Importados,,697-idole-l-eau-de-parfum-100ml.png,,,5
IMPORTADO_255,My Way Edp 90ml,"735,00",Importados,,698-my-way-edp-90ml.png,,,5
IMPORTADO_257,Fame Paco Rabanne Parfum 80ml,"742,00",Importados,,685-fame-paco-rabanne-parfum-80ml.png,,,5
IMPORTADO_258,Giorgio Armani Sí 100ml,"742,00",Importados,,703-giorgio-armani-s-100ml.png,,,5
IMPORTADO_262,Versace Eros Edp 200ml,"742,00",Importados,,,,,5
IMPORTADO_268,Good Girl Blush Elixir 80ml,"770,00",Importados,,694-good-girl-blush-elixir-80ml.png,,,5
IMPORTADO_271,Myslf Edp 100ml,"770,00",Importados,,711-myslf-edp-100ml.png,,,5
IMPORTADO_273,Libre Edp 90ml,"777,00",Importados,,710-libre-edp-90ml.png,,,5
IMPORTADO_276,One Million Parfum 200ml,"784,00",Importados,,,,,0
IMPORTADO_277,Acqua Di Gioia Edp 100ml,"798,00",Importados,,702-acqua-di-gioia-edp-100ml.png,,,0
IMPORTADO_278,Good Girl Blush 150ml,"798,00",Importados,,,,,5
IMPORTADO_282,Invictus Victory Absolu 100ml,"812,00",Importados,,705-invictus-victory-absolu-100ml.png,,,5
IMPORTADO_287,Black Opium Edp 90ml,"840,00",Importados,,708-black-opium-edp-90ml.png,,,0
IMPORTADO_292,Prada Paradigme 100ml,"840,00",Importados,,712-prada-paradigme-100ml.png,,,0
IMPORTADO_293,Dior Addict Eau Faiche Edt 100ml,"823,50",Importados,,714-dior-addict-eau-faiche-edt-100ml.png,,,0
IMPORTADO_295,Sauvage Dior Edp 100ml,"864,00",Importados,,726-sauvage-dior-edp-100ml.png,,,5
IMPORTADO_299,Myslf Le Parfum 100 Ml,"877,50",Importados,,732-myslf-le-parfum-100-ml.png,,,5
IMPORTADO_300,Prada Paradoxe Edp 90ml,"877,50",Importados,,720-prada-paradoxe-edp-90ml.png,,,5
IMPORTADO_302,Allure Homme Edt 100ml,"904,50",Importados,,723-allure-homme-edt-100ml.png,,,5
IMPORTADO_303,Allure Homme Sport Edt Chanel 100ml,"918,00",Importados,,,,,0
IMPORTADO_304,Bleu De Chanel Edt 100ml,"918,00",Importados,,728-bleu-de-chanel-edt-100ml.png,,,5
IMPORTADO_305,J'adore Eau De Parfum 100Ml,"918,00",Importados,,,,,5
IMPORTADO_311,Prada Paradoxe Intense 90ml,"945,00",Importados,,730-prada-paradoxe-intense-90ml.png,,,5
IMPORTADO_316,Allure Homme Sport Eau Extreme Chanel 100ml,"1134,00",Importados,,742-allure-homme-sport-eau-extreme-chanel-100ml.png,,,0
IMPORTADO_317,Bleu De Chanel Edp 100ml,"1147,50",Importados,,,,,5
IMPORTADO_318,Miss Dior Essence 80ml,"1147,50",Importados,,743-miss-dior-essence-80ml.png,,,5
IMPORTADO_319,Chanel Coco Mademoiselle Edp 100ml,"1161,00",Importados,,756-coco-mademoiselle-edp-200ml.png,,,5
IMPORTADO_320,Allure Homme Sport Edt Chanel 150ml,"1188,00",Importados,,744-allure-homme-sport-edt-chanel-150ml.png,,,0
IMPORTADO_322,Bleu De Chanel Edt 150ml,"1201,50",Importados,,,,,5
IMPORTADO_323,Chance Chanel Edp 100ml,"1201,50",Importados,,746-chance-chanel-tendre-edp-100ml.png,,,5
IMPORTADO_324,Chance Chanel Edp Tendre 100ml,"1201,50",Importados,,737-chance-chanel-tendre-edt-100ml.png,,,5
IMPORTADO_325,Chance Chanel Eau Fraiche Edp 100ml,"1215,00",Importados,,735-chance-chanel-eau-fraiche-edt-100ml.png,,,5
IMPORTADO_326,Chanel N°5 Edp 100ml,"1215,00",Importados,,748-chanel-n-5-edp-100ml.png,,,0
IMPORTADO_328,Bleu De Chanel Edp 150ml,"1336,50",Importados,,,,,5
VICTORIAS_16,Victoria's Secret - Body Splash Amber Romance,"144,80",Victoria's Secret,,371-body-splash-amber-romance.png,,,5
VICTORIAS_17,Victoria's Secret - Body Splash Aqua Kiss,"144,80",Victoria's Secret,,381-body-splash-aqua-kiss.png,,,5
VICTORIAS_18,Victoria's Secret - Body Splash Coconut Passion,"144,80",Victoria's Secret,,372-body-splash-coconut-passion.png,,,5
VICTORIAS_20,Victoria's Secret - Body Splash Love Spell,"144,80",Victoria's Secret,,373-body-splash-love-spell.png,,,5
VICTORIAS_21,Victoria's Secret - Body Splash Midnight Bloom,"144,80",Victoria's Secret,,,,,0
VICTORIAS_22,Victoria's Secret - Body Splash Pure Seduction,"144,80",Victoria's Secret,,374-body-splash-pure-seduction.png,,,5
VICTORIAS_23,Victoria's Secret - Body Splash Romantic,"144,80",Victoria's Secret,,375-body-splash-romantic.png,,,5
VICTORIAS_24,Victoria's Secret - Body Splash Rush,"144,80",Victoria's Secret,,376-body-splash-rush.png,,,5
VICTORIAS_26,Victoria's Secret - Body Splash Temptation,"144,80",Victoria's Secret,,377-body-splash-temptation.png,,,5
VICTORIAS_27,Victoria's Secret - Body Splash Velvet Petals,"144,80",Victoria's Secret,,378-body-splash-velvet-petals.png,,,5
VICTORIAS_29,Victoria's Secret - Creme Amber Romance,"144,80",Victoria's Secret,,382-creme-amber-romance.png,,,5
VICTORIAS_30,Victoria's Secret - Creme Aqua Kiss,"144,80",Victoria's Secret,,383-creme-aqua-kiss.png,,,5
VICTORIAS_32,Victoria's Secret - Creme Coconut Passion,"144,80",Victoria's Secret,,385-creme-coconut-passion.png,,,5
VICTORIAS_33,Victoria's Secret - Creme Lavender & Vanilla,"144,80",Victoria's Secret,,386-creme-lavender-vanilla.png,,,5
VICTORIAS_34,Victoria's Secret - Creme Love Spell,"144,80",Victoria's Secret,,387-creme-love-spell.png,,,5
VICTORIAS_53,Victoria's Secret - Creme Midnight Bloom,"144,80",Victoria's Secret,,388-creme-midnight-bloom.png,,,5
VICTORIAS_38,Victoria's Secret - Creme Pure Seduction,"144,80",Victoria's Secret,,389-creme-pure-seduction.png,,,5
VICTORIAS_40,Victoria's Secret - Creme Romantic,"144,80",Victoria's Secret,,390-creme-romantic.png,,,5
VICTORIAS_43,Victoria's Secret - Creme Velvet Petals,"171,95",Victoria's Secret,,393-creme-velvet-petals.png,,,5
VICTORIAS_46,Victoria's Secret - Body Splash Shimmer Amber Romance,"171,95",Victoria's Secret,,,,,5
VICTORIAS_48,Victoria's Secret - Body Splash Shimmer Coconut Passion,"171,95",Victoria's Secret,,,,,5
VICTORIAS_50,Victoria's Secret - Body Splash Shimmer Midnight Bloom,"171,95",Victoria's Secret,,408-body-splash-shimmer-midnight-bloom.png,,,0
VICTORIAS_51,Victoria's Secret - Body Splash Shimmer Pure Seduction,"171,95",Victoria's Secret,,,,,5
VICTORIAS_55,Victoria's Secret - Body Splash Shimmer Velvet Petals,"171,95",Victoria's Secret,,,,,5
VICTORIAS_62,Victoria's Secret - Body Splash Coconut Passion Brulee,"171,95",Victoria's Secret,,,,,5
VICTORIAS_63,Victoria's Secret - Body Splash Love Spell Brulee,"171,95",Victoria's Secret,,,,,5
VICTORIAS_64,Victoria's Secret - Body Splash Mango Temptation,"171,95",Victoria's Secret,,,,,5
VICTORIAS_65,Victoria's Secret - Body Splash Pure Seduction Brulee,"171,95",Victoria's Secret,,,,,5
VICTORIAS_67,Victoria's Secret - Body Splash Velvet Petals Brulee,"171,95",Victoria's Secret,,,,,5
VICTORIAS_71,Creme Midnight Bloom Shimmer,"171,95",Victoria's Secret,,436-creme-midnight-bloom-shimmer.png,,,0
VICTORIAS_77,Kit Travel Pure Seduction + Velvet Petals,"171,95",Victoria's Secret,,555-kit-travel-pure-seduction-velvet-petals.png,,,5
IMPORTADO_329,Sauvage Elixir Dior 100ml,"1485,00",Importados,,752-sauvage-elixir-dior-100ml.png,,,0
IMPORTADO_335,Valaya Parfums De Marly 75ml,"2160,00",Importados,,762-valaya-parfums-de-marly-75ml.png,,,5
BRAND_BODY_18,Brand Collection 100 - Inspiração Sauvage - Body Splash,"101,70",Brand Collection,,195-body-splash-100-sauvage.png,,,5
BRAND_BODY_19,Brand Collection 105 - Inspiração Lady Million - Body Splash,"101,70",Brand Collection,,196-body-splash-105-lady-million.png,,,0
BRAND_BODY_20,Brand Collection 116 - Inspiração Invictus - Body Splash,"101,70",Brand Collection,,197-body-splash-116-invictus.png,,,5
BRAND_BODY_21,Brand Collection 126 - Inspiração Good Girl - Body Splash,"101,70",Brand Collection,,198-body-splash-126-good-girl.png,,,5
